pathogen	tidy_name	taxids	predictor_type	study	location	count	mean	std	min	5%	25%	50%	75%	95%	max
bkv	BKV	1891762	prevalence	rothman	SB	4000.0	3.9166069497619267e-10	3.632546541577782e-10	8.080354780736425e-12	7.363036224768918e-11	1.6142260848920842e-10	2.7645997159970833e-10	4.868476012595791e-10	1.0847788222491152e-09	3.992447030580093e-09
bkv	BKV	1891762	prevalence	rothman	SJ	4000.0	9.783467216000871e-11	9.253577816545094e-11	3.06929755352177e-15	4.846057301898333e-12	3.309211286640576e-11	7.361437947442998e-11	1.3133354281268163e-10	2.7619391062102823e-10	7.45737917205056e-10
cmv	CMV	10359	prevalence	crits_christoph	Berkeley	4000.0	4.187352699849781e-09	2.7281556719644155e-08	5.598581099041991e-19	1.2748833997626025e-12	5.439451056691061e-11	4.1619462083981873e-10	2.1173672391219898e-09	1.616805343474524e-08	1.0884340838465636e-06
cmv	CMV	10359	prevalence	crits_christoph	Marin	4000.0	6.59049117460703e-09	5.354883469182393e-08	3.4544177848186903e-18	1.4350858007772514e-12	6.479919252626161e-11	4.669918393128881e-10	2.615765491711321e-09	1.9599375570043197e-08	2.066322678147154e-06
cmv	CMV	10359	prevalence	crits_christoph	Oakland	4000.0	1.8455404860261221e-09	4.5466776832059215e-09	1.4474045025015653e-15	1.4089608127858718e-12	5.5233104583756055e-11	3.616743341220839e-10	1.6096476037713424e-09	8.226063071099033e-09	6.399317159624914e-08
cmv	CMV	10359	prevalence	crits_christoph	Overall	4000.0	1.025948842247639e-08	3.1050344993274416e-07	1.1746169467027412e-14	4.447434780380757e-12	1.1281815252224782e-10	6.597646007904017e-10	2.7401593669823116e-09	1.6917050575512044e-08	1.9499367000666003e-05
cmv	CMV	10359	prevalence	rothman	ESC	4000.0	5.95982721235555e-12	7.33396682496052e-12	6.481266512144403e-15	4.037035099882562e-13	1.545280436629662e-12	3.237081459191522e-12	7.63928432771604e-12	2.0616937375885732e-11	7.305497944234906e-11
cmv	CMV	10359	prevalence	rothman	HTP	4000.0	2.526812157488398e-12	2.8523926433438626e-12	3.0468692417146553e-15	1.7491803094557875e-13	7.159007368848597e-13	1.673909361854895e-12	3.1748655636243946e-12	7.82176048098511e-12	2.974855437933168e-11
cmv	CMV	10359	prevalence	rothman	JWPCP	4000.0	4.088003504764081e-12	1.3049125257641293e-11	1.4408209598003867e-18	4.88927776209657e-14	5.226292367929503e-13	1.5585822942859792e-12	3.4981754868038118e-12	1.466305007503082e-11	4.1082165867902724e-10
cmv	CMV	10359	prevalence	rothman	NC	4000.0	4.810194266234047e-12	1.6593073696472755e-11	9.529280376259292e-18	7.324720351155391e-14	5.515959807811494e-13	1.696393461180558e-12	4.0853447564135755e-12	1.6687127216190175e-11	6.047989781100314e-10
cmv	CMV	10359	prevalence	rothman	OC	4000.0	3.918089555715636e-12	9.546106511835297e-12	1.5023345209937442e-16	5.772742464390465e-14	5.205322876705811e-13	1.5758852983988584e-12	3.623898301257046e-12	1.4375513154408358e-11	2.1578082629622863e-10
cmv	CMV	10359	prevalence	rothman	Overall	4000.0	2.9190883743994783e-12	4.135357391695367e-12	3.100258256741368e-15	1.7954015577647593e-13	7.656060862596897e-13	1.7895822120142182e-12	3.445501251174889e-12	9.6573859117136e-12	7.990157996696841e-11
cmv	CMV	10359	prevalence	rothman	PL	4000.0	2.1274800011383566e-12	2.8124167407256033e-12	7.997840828272767e-16	9.932326189561792e-14	4.919501458986162e-13	1.285817483194533e-12	2.5613846264705874e-12	7.101108579616978e-12	3.388703887381858e-11
cmv	CMV	10359	prevalence	rothman	SB	4000.0	5.181329583733987e-12	2.0250074250039275e-11	5.291084147768618e-17	7.244500703703324e-14	5.432060879432199e-13	1.6347335235967893e-12	3.902834313008349e-12	1.7615183639991735e-11	7.373448217529402e-10
cmv	CMV	10359	prevalence	rothman	SJ	4000.0	3.693491891005775e-12	1.0604206362174109e-11	7.24008699625025e-17	6.469441981181583e-14	5.138128414680983e-13	1.6218045474149174e-12	3.624829253943491e-12	1.323223845639532e-11	4.2208733070544117e-10
ebv	EBV	10376	prevalence	crits_christoph	Berkeley	4000.0	2.782764910203298e-09	1.1663201252154149e-08	1.1077747200046888e-16	6.162994863599046e-13	3.1916738182851094e-11	2.511894947571597e-10	1.5531698058983655e-09	1.2188870583949238e-08	3.2162073739841726e-07
ebv	EBV	10376	prevalence	crits_christoph	Marin	4000.0	3.93823069863097e-09	1.9166747110934493e-08	1.4714115185367262e-19	8.851699443785822e-13	3.340826645714614e-11	3.0041278402385026e-10	1.7266728265236463e-09	1.5331560271539787e-08	4.781273276346356e-07
ebv	EBV	10376	prevalence	crits_christoph	Oakland	4000.0	1.292344736172328e-09	3.4779201992797676e-09	3.2893013447113203e-17	7.035545205705422e-13	2.936222015872062e-11	2.1992064807484027e-10	1.0731007214629296e-09	5.933547486970081e-09	7.675657447456553e-08
ebv	EBV	10376	prevalence	crits_christoph	Overall	4000.0	4.4336774170697925e-09	3.993896814565516e-08	4.473448220552683e-15	2.8435538000755785e-12	6.206950455730208e-11	3.925361049002635e-10	1.806932722553812e-09	1.1039787419769569e-08	1.8093595100390834e-06
ebv	EBV	10376	prevalence	rothman	ESC	4000.0	1.1175441922896515e-11	1.2769206111909889e-11	4.4725080271363846e-15	2.652715179661426e-13	2.1857330634443547e-12	6.72339119899367e-12	1.5895581867536073e-11	3.7008072260294993e-11	9.954351593287853e-11
ebv	EBV	10376	prevalence	rothman	HTP	4000.0	3.650988969985356e-12	4.576975159302528e-12	3.9183233664853684e-16	6.612574671038817e-14	6.471284147679952e-13	1.95278005279416e-12	4.9460039860723885e-12	1.2516665343057179e-11	4.967709938269947e-11
ebv	EBV	10376	prevalence	rothman	JWPCP	4000.0	1.4899523191853458e-11	3.756699358385943e-11	1.8903597250371064e-24	3.2008470505649823e-14	5.317038753781702e-13	2.702198820093376e-12	1.1877582081287514e-11	7.080601008135445e-11	6.704796864407984e-10
ebv	EBV	10376	prevalence	rothman	NC	4000.0	1.822624141148591e-10	3.693394133661927e-10	1.4274443789810319e-15	6.551504909445345e-13	7.446396730938104e-12	4.051277226543667e-11	1.8003151091543314e-10	8.71851421546049e-10	4.153819525772305e-09
ebv	EBV	10376	prevalence	rothman	OC	4000.0	9.843888907347358e-11	1.7439013670534516e-10	2.3288092640074523e-15	6.657066900753462e-13	6.8464520616212476e-12	2.9028986657489132e-11	1.103929473650141e-10	4.486442029582469e-10	1.8757029300596505e-09
ebv	EBV	10376	prevalence	rothman	Overall	4000.0	1.1156688234601982e-11	2.0744452585487913e-11	2.1492647869561586e-15	1.9120246759460324e-13	1.5298616787635048e-12	4.823946993224602e-12	1.2475133008250602e-11	4.096813749486403e-11	3.7188156341683975e-10
ebv	EBV	10376	prevalence	rothman	PL	4000.0	2.068617729653715e-12	3.2717327052467846e-12	9.672375315353534e-21	1.0720757714166058e-14	1.8191192970302247e-13	8.042110542366384e-13	2.4157812442435636e-12	8.502883926023198e-12	3.513337730873344e-11
ebv	EBV	10376	prevalence	rothman	SB	4000.0	2.9470615791964835e-11	1.1064014944808672e-10	1.1136455984256986e-20	2.5275783371334075e-14	5.998978518788442e-13	3.3371931745907444e-12	1.568454421571722e-11	1.207226592856094e-10	2.0436075557343136e-09
ebv	EBV	10376	prevalence	rothman	SJ	4000.0	1.4889360834294487e-11	4.165376758691072e-11	3.428635042542619e-20	2.4542447190363966e-14	5.572979185011709e-13	2.9662324142696016e-12	1.2029247363315063e-11	6.730189811352511e-11	1.2554646223625046e-09
hcv	HCV	11103	prevalence	crits_christoph	Berkeley	4000.0	1.1327259919708079e-06	4.392935291432568e-05	1.1135799920708376e-15	6.973812814745878e-11	2.9038952658922328e-09	2.2996981574731966e-08	1.210174523082675e-07	8.45275369936017e-07	0.0026593122493580425
hcv	HCV	11103	prevalence	crits_christoph	Marin	4000.0	4.159604389410271e-07	4.4221627288447605e-06	1.921053430533858e-16	7.203032044159579e-11	2.7603165754409054e-09	2.2207331528547035e-08	1.3286716013638895e-07	1.1974303450576571e-06	0.00016641381022514476
hcv	HCV	11103	prevalence	crits_christoph	Oakland	4000.0	8.603090294757777e-08	1.9831927089283714e-07	7.380640391925167e-15	4.281198265715388e-11	2.2075777438487426e-09	1.6488410634401334e-08	7.222961437098466e-08	4.2537279075128986e-07	2.706616542101363e-06
hcv	HCV	11103	prevalence	crits_christoph	Overall	4000.0	2.3331881361663655e-07	9.677105384981955e-07	7.63283613648001e-13	3.712958167403864e-10	5.311026370638707e-09	2.892751451898237e-08	1.3313489777962816e-07	8.917077125900227e-07	2.740757277331151e-05
hcv	HCV	11103	prevalence	rothman	ESC	4000.0	5.2788320215588987e-11	1.1987631616871868e-10	1.6057448793490402e-16	1.901526620308737e-13	2.7324537099861366e-12	9.907036854031492e-12	4.871064524759699e-11	2.5406701056216833e-10	2.0886998935157486e-09
hcv	HCV	11103	prevalence	rothman	HTP	4000.0	3.8602516712800655e-11	8.013112894110867e-11	3.704466939709798e-17	1.1180369786025918e-13	2.424476082998096e-12	9.133107889556146e-12	3.793491524483804e-11	1.7544293331832495e-10	1.6744354412602593e-09
hcv	HCV	11103	prevalence	rothman	JWPCP	4000.0	1.4448469171143473e-10	6.3578146683434e-10	4.1373807034738115e-17	2.411695136097532e-13	3.1085802691899935e-12	1.3103830000172307e-11	6.428731741775984e-11	5.228086874704477e-10	1.4433819172530674e-08
hcv	HCV	11103	prevalence	rothman	NC	4000.0	2.132154209448283e-10	1.887138306842387e-09	7.899552424745072e-18	2.492701035349694e-13	2.10899099936647e-12	1.2989692208882174e-11	6.539170823914143e-11	5.676952849602813e-10	8.668248220702696e-08
hcv	HCV	11103	prevalence	rothman	OC	4000.0	1.605175881571965e-10	8.22457618015395e-10	1.0571530545954005e-16	2.0308911583255664e-13	2.8398941008839324e-12	1.3124000767395573e-11	6.676500648935328e-11	5.718516603199376e-10	2.4711924374505657e-08
hcv	HCV	11103	prevalence	rothman	Overall	4000.0	5.927885845266782e-11	2.2246000778493723e-10	4.0203223316929137e-16	5.801735739925168e-13	3.169859411097434e-12	1.3930553911364483e-11	5.3788946346531926e-11	2.3153327653363978e-10	1.0092872493192284e-08
hcv	HCV	11103	prevalence	rothman	PL	4000.0	4.4910945081140524e-11	1.0761963997355673e-10	2.485315062373152e-18	1.8346633746514253e-13	2.7932676448804335e-12	9.649183652183407e-12	4.3218423934794375e-11	2.016833787518158e-10	2.678476454729567e-09
hcv	HCV	11103	prevalence	rothman	SB	4000.0	1.7177050005078204e-10	1.0489201090761927e-09	7.200873710336015e-17	1.596581608958554e-13	2.6640219637171883e-12	1.3010412596715483e-11	6.708652063367102e-11	4.976908057241618e-10	2.803123036828864e-08
hcv	HCV	11103	prevalence	rothman	SJ	4000.0	1.353227857523073e-10	6.255887221264254e-10	1.7163730182751062e-17	2.0455455173074396e-13	2.8831601936675557e-12	1.3060625353700285e-11	6.603360346447487e-11	5.027035205414236e-10	2.0646819287399227e-08
hiv	HIV	11676	prevalence	crits_christoph	Berkeley	4000.0	1.3022511310478875e-06	9.872611003161884e-06	1.6044796059812373e-16	4.991772684481032e-10	1.5789132557308473e-08	8.089642017684997e-08	5.146699763304443e-07	4.686191688697627e-06	0.00047464680006812065
hiv	HIV	11676	prevalence	crits_christoph	Marin	4000.0	1.684015143712071e-06	1.440370174723289e-05	1.6272448438420405e-14	5.702950813664565e-10	1.885235587194533e-08	8.891199583997424e-08	5.698903500594849e-07	6.1461027120911865e-06	0.0008031809857503739
hiv	HIV	11676	prevalence	crits_christoph	Oakland	4000.0	4.908059000675953e-07	1.2802984162783929e-06	1.0246632526604559e-14	5.072417933061809e-10	1.3284012582048858e-08	6.561856692309087e-08	3.4248758721757177e-07	2.4769386232386384e-06	2.3056703831895324e-05
hiv	HIV	11676	prevalence	crits_christoph	Overall	4000.0	1.4873628782834924e-06	1.1751232398333348e-05	5.765372593173086e-12	1.821124287085038e-09	2.730901687105422e-08	1.1082324538861589e-07	6.127194398275537e-07	5.032974819508491e-06	0.0005568712181540398
hiv	HIV	11676	prevalence	rothman	ESC	4000.0	6.537245742055948e-09	5.420045046620418e-09	5.2912059586929384e-11	1.036536256402797e-09	2.8449459564922074e-09	4.98274619785535e-09	8.644241638323875e-09	1.691531172186415e-08	5.295912555805061e-08
hiv	HIV	11676	prevalence	rothman	HTP	4000.0	3.870310595014567e-09	2.8670509429835536e-09	1.0659312109415203e-11	6.262626148305712e-10	1.8108127536001174e-09	3.270981561401023e-09	5.03310143610263e-09	9.48343311947865e-09	2.686085901207609e-08
hiv	HIV	11676	prevalence	rothman	JWPCP	4000.0	4.262732399064379e-09	7.570059474325553e-09	4.1358659441594023e-13	1.436560631122029e-10	9.903946323498113e-10	2.468547896182321e-09	4.9687338618336285e-09	1.3770041810813853e-08	2.588875608540973e-07
hiv	HIV	11676	prevalence	rothman	NC	4000.0	5.240755735489945e-09	1.2304791206634058e-08	7.594446522943857e-13	1.6070442337497002e-10	1.0714303224786832e-09	2.7039978207789167e-09	5.33234645437456e-09	1.5842922588319555e-08	2.867557838965062e-07
hiv	HIV	11676	prevalence	rothman	OC	4000.0	4.496728103350611e-09	8.59108241219371e-09	1.6371587637196008e-13	1.429105800368275e-10	1.0166888002160802e-09	2.556054862866456e-09	5.059091320986153e-09	1.4232148841372854e-08	2.5366866811394727e-07
hiv	HIV	11676	prevalence	rothman	Overall	4000.0	3.667546476336947e-09	3.503270437466084e-09	1.424809609716053e-11	4.0507625867620734e-10	1.4654366199138079e-09	2.836125037232707e-09	4.673048377218723e-09	9.764101872703807e-09	4.6752581426412616e-08
hiv	HIV	11676	prevalence	rothman	PL	4000.0	2.7766613788393388e-09	2.285541915982378e-09	1.8470912896697096e-11	3.512045218860767e-10	1.147791246664821e-09	2.175220521060376e-09	3.7666114092761276e-09	7.199910677131277e-09	2.1983721901467044e-08
hiv	HIV	11676	prevalence	rothman	SB	4000.0	4.9643291338690075e-09	1.0367441004274617e-08	5.143422909271339e-14	1.5241715837082094e-10	1.0783826015794676e-09	2.677967771034166e-09	5.412620954276119e-09	1.5702978339409485e-08	3.474850176044754e-07
hiv	HIV	11676	prevalence	rothman	SJ	4000.0	4.197071740047958e-09	7.0213417646334465e-09	6.112372515257976e-13	1.5109764797894677e-10	9.657901450168502e-10	2.439429930409674e-09	4.873059931283632e-09	1.3166685881979588e-08	1.4999929673677396e-07
hpv	HPV	10566	prevalence	crits_christoph	Berkeley	4000.0	5.604473466849502e-09	2.1780817540111915e-08	4.934791346520985e-18	2.4492892483616326e-12	7.255478304072704e-11	5.330789726485515e-10	3.0641370419245236e-09	2.5677653189359478e-08	7.408971920832285e-07
hpv	HPV	10566	prevalence	crits_christoph	Marin	4000.0	6.967710993593025e-09	4.22349968315506e-08	2.5042803734754865e-16	2.7729911554675675e-12	7.402900778513505e-11	5.981553198484803e-10	3.2349415930390097e-09	3.003924998652624e-08	1.798717132294004e-06
hpv	HPV	10566	prevalence	crits_christoph	Oakland	4000.0	2.692087397274647e-09	6.5575525937091735e-09	1.423430453683043e-17	2.0584356041258215e-12	5.606945512118496e-11	4.465735860300155e-10	2.0873333378609255e-09	1.2999171828398827e-08	1.0732252138281343e-07
hpv	HPV	10566	prevalence	crits_christoph	Overall	4000.0	1.0088875416842527e-08	1.328739414685781e-07	3.5984026290371335e-15	9.149483189752988e-12	1.3277607697746885e-10	7.421906121242788e-10	3.34773071099135e-09	2.5571910023348417e-08	6.001636383308022e-06
hpv	HPV	10566	prevalence	rothman	ESC	4000.0	1.7667641202532727e-12	3.3777276982362614e-12	3.7991222271658383e-19	3.6820928178918956e-15	8.589031436140564e-14	5.09107067419963e-13	2.02511298854076e-12	7.392829551822771e-12	5.361272262107173e-11
hpv	HPV	10566	prevalence	rothman	HTP	4000.0	1.4205590886738543e-12	2.3752720955001878e-12	1.1352280417707632e-18	4.4228984759060356e-15	7.353069715279506e-14	4.593968868078339e-13	1.8474175460143563e-12	5.883654524006704e-12	2.19229162385791e-11
hpv	HPV	10566	prevalence	rothman	JWPCP	4000.0	3.731847220238213e-12	2.2784797984308217e-11	5.987639232624256e-21	4.77731695476876e-15	9.965760122084952e-14	6.1459002683413e-13	2.6324853196906968e-12	1.2805248087396339e-11	1.1703428160956617e-09
hpv	HPV	10566	prevalence	rothman	NC	4000.0	8.430676376148983e-12	6.468544880721028e-11	1.3254290283066425e-18	5.542154230473776e-15	1.0505178506919973e-13	6.457586410584542e-13	2.7778520079337803e-12	1.980274808228313e-11	2.09170060503919e-09
hpv	HPV	10566	prevalence	rothman	OC	4000.0	4.217910975041477e-12	1.871217935492215e-11	3.8391676685065075e-19	4.421323783006429e-15	1.1034640678869044e-13	6.177907003872563e-13	2.860492988473564e-12	1.4797382075342622e-11	4.616294360386895e-10
hpv	HPV	10566	prevalence	rothman	Overall	4000.0	1.8362579432824122e-12	4.179739201502592e-12	3.07514859062541e-16	1.3461420028963319e-14	1.401241218741785e-13	6.233472214904162e-13	2.1703087744049227e-12	7.127472042165627e-12	1.6072051316004866e-10
hpv	HPV	10566	prevalence	rothman	PL	4000.0	1.640768968299072e-12	3.116408448581309e-12	3.659202892714831e-19	3.913599382260939e-15	8.667420953638022e-14	4.746984049973734e-13	1.9430818892740545e-12	6.802982890459782e-12	6.742209734124972e-11
hpv	HPV	10566	prevalence	rothman	SB	4000.0	7.1371070474197744e-12	6.08864246266995e-11	3.2970449579741357e-19	4.841689150899526e-15	1.0097548162203212e-13	6.305591266714889e-13	2.6695060962131782e-12	1.5318160989082683e-11	2.266113491725427e-09
hpv	HPV	10566	prevalence	rothman	SJ	4000.0	4.278403965149129e-12	1.637375114771953e-11	3.5414186101879287e-19	5.158370618013362e-15	9.743557374563561e-14	6.196559214106799e-13	2.69259417018722e-12	1.574045517980751e-11	3.541335284661404e-10
hsv_1	HSV-1	10298	prevalence	crits_christoph	Berkeley	4000.0	4.192474911224507e-09	2.3068461316760967e-08	9.302998339218713e-18	1.6317748002204705e-12	5.956583693850405e-11	4.781923860205256e-10	2.5319530660332417e-09	1.5737203665417207e-08	9.585334791409698e-07
hsv_1	HSV-1	10298	prevalence	crits_christoph	Marin	4000.0	1.0015805932908988e-08	2.561488191454788e-07	1.0639148590929304e-16	1.6495786607299748e-12	6.56198218767758e-11	4.887739205656551e-10	2.8945723322977817e-09	2.4146762249419242e-08	1.6112151637062635e-05
hsv_1	HSV-1	10298	prevalence	crits_christoph	Oakland	4000.0	1.8551849396854824e-09	4.531725098362549e-09	1.5088181180201285e-22	1.306705540764531e-12	4.707951037534015e-11	3.509889186093365e-10	1.7049543886565434e-09	8.530603605832131e-09	7.564361758094005e-08
hsv_1	HSV-1	10298	prevalence	crits_christoph	Overall	4000.0	8.271674754881735e-09	1.4724885790241202e-07	3.69203315831166e-15	5.997272187568118e-12	1.179192137290947e-10	6.594328992897616e-10	2.800392695859161e-09	1.6588308397415827e-08	8.30098556597232e-06
hsv_1	HSV-1	10298	prevalence	rothman	ESC	4000.0	9.357572386822658e-11	4.974359756976741e-11	1.0196287826308858e-11	3.3384747601743787e-11	5.771903027830573e-11	8.406081331973342e-11	1.1846100650778107e-10	1.867919563032101e-10	4.45350093352169e-10
hsv_1	HSV-1	10298	prevalence	rothman	HTP	4000.0	3.684218395822055e-11	1.8951003837976254e-11	3.0539309955461032e-12	1.290196926905689e-11	2.3239676042802735e-11	3.302578975227881e-11	4.6616274227144265e-11	7.361773631404948e-11	1.4854019885930335e-10
hsv_1	HSV-1	10298	prevalence	rothman	JWPCP	4000.0	1.3357932063242982e-10	1.3281253904844854e-10	1.843662582481668e-12	2.3721893999132463e-11	5.3645816884851954e-11	9.483342078767421e-11	1.6536266055073633e-10	3.719194336091006e-10	1.9758569951378263e-09
hsv_1	HSV-1	10298	prevalence	rothman	NC	4000.0	1.6498774016435516e-10	2.980796560459985e-10	8.996001523447155e-13	1.9872682230222468e-11	5.0189008325668076e-11	9.354175131740841e-11	1.7519380200575227e-10	5.260499796839481e-10	8.809092383116183e-09
hsv_1	HSV-1	10298	prevalence	rothman	OC	4000.0	1.0297260856951653e-10	1.0932849602121362e-10	4.642649088756792e-13	1.5371472873659624e-11	4.090903298984704e-11	7.170656216443625e-11	1.2604134193757854e-10	2.762991881480384e-10	1.3785188206773474e-09
hsv_1	HSV-1	10298	prevalence	rothman	Overall	4000.0	8.457548073488736e-11	5.486313120476031e-11	4.820867240067034e-12	2.666830197598427e-11	4.891421315383861e-11	7.255200023903121e-11	1.0541045827716038e-10	1.7937594296097413e-10	7.297924303236124e-10
hsv_1	HSV-1	10298	prevalence	rothman	PL	4000.0	1.1759194681457301e-10	5.3783864677701407e-11	1.4597915291596083e-11	4.605127127441781e-11	7.896470169872194e-11	1.080909714728692e-10	1.4667108518995525e-10	2.1975094719611424e-10	4.02884122175896e-10
hsv_1	HSV-1	10298	prevalence	rothman	SB	4000.0	1.387027529570477e-10	1.8285466918820532e-10	1.9551146791893949e-13	1.966617450110002e-11	4.784792948742312e-11	8.657325444292008e-11	1.5535840043245297e-10	4.2152797941148554e-10	2.8106550339516307e-09
